_unit_id,sentiment:confidence,text
623497381,0.6774,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497382,0.681,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497383,0.6796,They really need a #fingerscrossed emoji. @Apple
623497384,1,@apple and @VerizonSupport the support I received for my iPad tonight was ridiculous going in circles with no solution smh
623497385,0.5007,RT @MonnGonn: I just want to delete all my emails without turning 40 @apple
623497386,0.7016,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497387,0.73,@OneRepublic if you'll get it from  @Apple I want one too!
623497388,1,.@apple The iPad update to iOS 8 is an absolute disaster. Nothing works right anymore. Safari crashes constantly. #iFail
623497389,1,@Apple deleted music from customers' iPods http://t.co/FzmaFUzrnl
623497390,0.6467,@Apple YH News Apple IPod Judge Asks If Lack of Plaintiff Dooms Trial: Apple Inc. (AAPL) said it discovered th...  http://t.co/hNuWafq0sI
623497391,1,"Can't get a new iPhone 6? How about these free Apple shares....
http://t.co/UPgQSDVrxP  #investing  #stocks #aapl http://t.co/EQYG01tPna"
623497392,1,Gonna go out on a limb. #Twtr will be this decade's #AAPL.
623497393,0.6661,My Marketing Muse of the Day: The most technologically advanced #technology-based solutions that WIN are all masters of #simplicity @Apple
623497394,1,"hey @apple why is my phone dying when it's on the charger 
ur stuff sucks"
623497395,0.6613,Using  a @samsung tablet is hard and wierd. I am use to using  an @apple iPod. I am always  making  typing mistakes.
623497396,1,"Hey @Apple, #iphone7, build this in! ~ @DJKevinHayes http://t.co/JtXgsCmyhw"
623497397,0.5061,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497398,1,@apple doesn't even own that handle? LOL SIRI knows NOTHING is what I wanted to tell you Mac peeps
623497399,0.7044,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497400,1,@apple #YosemiteProblems Erases my saved pass words every day. This is getting annoying.
623497401,1,And they ain't open till 8 to help me so I can't even contact anyone for the shoot now @apple u can suck multiple digs. Whack
623497402,1,@LupeFiasco Did he sell his headphones to @apple ?
623497403,1,I hate my MacBook now. Fuck this update and fuck you @apple
623497404,0.6894,@YeagerBeats is back with another #HowTo @apple #LogicProX Tutorial #StepInputKeyboard Check it out! -
623497405,1,@cynthialanel @twitter silicon valley as a whole needs to step up the same 2% @google @yahoo @facebook @apple http://t.co/e2yGDaL3ge
623497406,1,yall chargers weak yall needa make iPhone charger otterboxes for the cord @apple
623497407,0.6777,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497408,1,@OneRepublic @Apple Maximally concentrated Brent ^_^
623497409,0.6586,Again I ask why @apple uses @jimmyfallon's voice not attributed to him. That or dude's an ace @jimmyfallon vocal clone.
623497410,1,s/o to @apple for charging me for two ringtones and then not letting me use them. #ThanksObama
623497411,0.6737,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497412,0.6739,#AAPL:Apple antitrust case hangs in the balance...http://t.co/BvWhMJBTK4
623497413,0.7263,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497414,0.6839,@Kate3015 @Apple get the new sony
623497415,0.6621,Torn between @SamsungMobileUS and @apple for my next phone! Secretly leaning towards the note 4 #ChangeIn2015
623497416,0.3339,@cooolestnerd and these are the top places to work: @twitter @google @yahoo @facebook @apple doesn't reflect society's makeup.
623497417,0.6884,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497418,0.7341,@cooolestnerd what concerns me: These Co's are in a position to do so much good for POCs. @twitter @google @yahoo @facebook @apple
623497419,1,@ch0ng_li @Apple I'll take a look at that. I'm fed up with iPad well &amp; truly..
623497420,1,RT @MissionIR: Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww
623497421,0.6538,@cynthialanel these are the most power co's in the world and they could care no more than 2% @apple @twitter @google @Yahoo @facebook
623497422,0.6543,Another @nike #mustbuy #outfit with an @apple #ipodnano in there too http://t.co/y7ogeSUoH3 http://t.co/6KPmdnneiD
623497423,0.6581,You'll Be Able To Learn How To Code For Free Next Week At Your Nearest Apple Store http://t.co/F4x7BjjuUk #coders #technology @apple
623497425,1,@Nale When do you think #parable will be accessible in France @Apple #AppStore
623497426,1,I swear to fuck I would rather cut and splice physical fucking tape than dick around with one more @Apple product with shit design.
623497427,0.6884,I love @apple bc I can record in my home. But can they pull some serious fuckshit. This thing is designed to get lost http://t.co/ULeXs7PVCv
623497428,1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497429,0.68,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497430,0.6825,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497431,0.6646,"Apple may be working on virtual reality, but it's destroyed the evidence
http://t.co/teM7uDz5if @Apple @ceva @HTC @Google Talk to me! #scuba"
623497432,0.738,Your telling me there's no Santa Claus emoji? @Apple
623497433,0.6971,Playing with @apple #healthkit. Somebody needs to show them how to make proper axis labels. #infographic #design http://t.co/HjWIYe6MZB
623497434,1,"Between 07 &amp; 09, @Apple deleted #music off of some customers' iPods without telling them http://t.co/PgXi2dr4Wg http://t.co/yBK9Ix23qb"
623497435,0.7177,Apple @apple #thinkdifferent http://t.co/4jk0YetUaR
623497436,0.6624,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497437,0.6884,"Apple Inc. (#AAPL), Anti-Trust Laws, Class-Action Lawsuit And Viable #Plaintiffs http://t.co/ipjzO3wy0A #technology"
623497438,0.6892,#sunrise #northamptonshire #northampton wow what a sunrise this morning #iPhone6 #apple @apple #sun http://t.co/9NiAoTLAVy
623497439,0.6913,RT @marksutton65: #sunrise #northamptonshire #northampton wow what a sunrise this morning #iPhone6 #apple @apple #sun http://t.co/9NiAoTLAVy
623497440,0.5147,RT @marksutton65: #sunrise #northamptonshire #northampton wow what a sunrise this morning #iPhone6 #apple @apple #sun http://t.co/9NiAoTLAVy
623497441,0.6515,@tech_faq @peterjmsimons in the end it is  @Apple laughing all the way to the bank.
623497442,1,@Apple Watch SDK and #Monetizaton: Why You Should Download #WatchKit As Soon As Possible http://t.co/5MBQvLU5Ba
623497443,1,This is why I would never want to own an @apple device. But sadly people seem to be okay with that. http://t.co/EK4vESbigs
623497444,1,"#realworld #etnui #magicleap #spin @Google @HTC @Apple @Samsung @magicleap this is a collection of dreams, thoughts, and discussions I share"
623497445,0.7039,"Gotta love the autocorrect in IPhone. Nothing makes a person more illiterate than that. Fuck me,quit guessing and not let us correct. @Apple"
623497446,1,"Apple: quarter 2014Q3 EPS is $1.42. Use it at #free App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS"
623497447,1,#iscuba 360 degree camera rig cloud mobile gamed to surface #imask @Google @padi @Apple @Samsung @HTC #underwaterwearables #cardboard #pivot
623497448,1,1 in 10 US iPhone 6 owners have now used @Apple Pay - report  http://t.co/JkiQUH9i86
623497449,1,@THE_HIIT_COACH We'll use it. But we know that feeling only too well of waiting for your app to be approved by @Apple #LikeWatchingPaintDry
623497450,0.6843,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497451,0.7311,'Apples legendarische garage is een mythe' http://t.co/anla8ctpG3 via @apple @marketing
623497452,0.6647,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497453,1,"@OneRepublic @Apple that looks amazing, don't think anyone can say they recorded music on a plane haha"
623497454,0.7651,@dimu4ever @timcook @apple lool. See dis man eee :D
623497455,0.6699,@dimu4ever @timcook @apple help for wetin? Lol
623497456,1,@OneRepublic @Apple does pilot fly with us? ;-)
623497457,0.678,.@Google is officially beating @Apple in the TV streaming market with graph from @qz http://t.co/9uXOfImVOc
623497458,0.5044,"'@OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/Pqy2nOBaE9'"
623497459,1,"RT @BigBlindz: BlackBerry wants your iPhone, and will pay for it.
http://t.co/ydpQJKKfvM
 #bbry $bbry #blackberry #iPhone $aapl #aapl"
623497460,0.8579,'After School' app gets pulled by @apple ... I say good!  Cyber bullying is awful http://t.co/RQPMQ08hXp
623497461,0.6825,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497462,1,@weightsmate @Apple total nightmare!!!! and they take a big slice of the cake !
623497463,0.7297,Why is my phone on 26 if I charged it all night hmmmmm? @apple @stevejobs @god
623497464,1,@steviebuckley It's doing strange things to @dropbox files as well - create a new folder and it disappears etc.  @apple #yosemite #bugs
623497465,0.7682,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497466,1,"#AAPL:Watch List: AT&amp;T (NYSE:T), Apple (NASDAQ:AAPL), Pandora Media Inc (NYS...http://t.co/dg5bxrxGda"
623497467,1,It's done well but my '04 @apple 40gb #ipod photo has possible come to an end after 10yrs. Battery won't charge! :( http://t.co/e9oGDNlcmw
623497468,0.6919,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497469,1,RT @hf: @imcatnoone @Apple or you can't even sync folders
623497470,1,Steve Wozniak tries to gut the legacy of the late Steve Jobs. #uncool @apple http://t.co/ccPbgibI7B via @BloombergTV
623497471,0.6513,"#AAPL:Apple, Samsung Argue in Appeals Court...http://t.co/XMd1e3LTex"
623497472,1,That's what happened to my music! @Apple deleted music from customers' iPods http://t.co/zvJoangfIK
623497473,0.6604,"OK, I finally decided to buy this BIG 'iPad' to phone... #iPhone6 grey by @apple. Normally more excited. http://t.co/gAWgKDJUuf #smartphone"
623497474,0.6702,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497475,0.6656,"Apple, Xiaomi smartphones found violating privacy laws in Taiwan $AAPL #aapl
http://t.co/OJkO81vhUz"
623497476,0.747,"i for India: Apple plans big push with 500 stores $AAPL #aapl
http://t.co/qBIC2jGJog"
623497477,1,@dougluberts @drakecraytel @Apple it is a universal problem with 128gb models. Some people think there will be a total recall.
623497478,0.6363,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497479,0.6809,@Apple to host free workshops to take the mystery out of coding - CNET  #technology #coding  http://t.co/VisJpcqMYp
623497480,1,Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc
623497481,0.6783,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497482,0.6855,#Apple questions whether iPod class action suit can proceed as case may lack genuine ... - http://t.co/cy8GUn7DFH #AAPL #EddyCue
623497483,0.5715,The dirty secret in the shadow of Silicon Valley  http://t.co/yS41C4Y1SO @google @yahoo @apple nice 2 know ur doing good with ur billions!
623497484,1,"iPhon6 rivals by Samsung, LG,HTC suffering delays in Qualcomm's 64-bit Snapdragon answer to Apple's A8  $AAPL #aapl
http://t.co/VB6Rl78rso"
623497485,0.6822,If @apple only knew the amount of people rolling back to Mavericks. If they only knew. But they do. Don't they? Aham.
623497486,1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497487,1,Apple Tentatively Approves Plans to Expand Reseller Network in India with 500 New Stores [Mac Blog] http://t.co/ttTFQVOiIr #AAPL
623497488,0.6591,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497489,0.6754,"Finally! @Apple Gives #India the Attention it Deserves, Plans to Set Up More Than 500 Stores http://t.co/imomyJOdFF via @igyaan"
623497490,1,Any other #iPhone6 users have a random #vertical #line showing up on their screen since #upgrading to #ios811? @apple
623497491,0.7319,"Apple's iPhone 6 International Prices Are Higher Than The US $AAPL #aapl
http://t.co/6BW1hfeD0r"
623497492,1,RT @OvelhaNegraTV: Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc
623497493,0.9168,I JUST HELD MY PHONE CLOSE TO MY CHEEK AND IT GAVE ME A SHOCK OHHSHIT @APPLE HELP
623497494,0.6654,https://t.co/4RZOXmdypG fully explains our airplay trouble @inbot. @Apple: fix your shit.
623497495,0.738,"Apple Tentatively Approves Plans to Expand Reseller Network in India with 500 New Stores $AAPL #aapl
http://t.co/fn6bENxhMi"
623497496,0.6828,RT @OvelhaNegraTV: Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc
623497497,0.732,"On Thursday, December 11th, learn an #HourOfCode from any @Apple Store in the WORLD! Reserve a spot today! http://t.co/Oxkvj4dx66 @codeorg"
623497498,0.7364,"Suit Against Apple Over iPods May Lack One Thing: A Plaintiff $AAPL #aapl
http://t.co/BPCTfDu5nw"
623497499,0.6633,@Noctylux @finalcutproes @macnificos @Apple refurWHAT??
623497500,1,"AAPL passes $700 billion in Market Cap and setting a new record, details here:
http://t.co/UCXw8zSRpZ #AAPL #Apple #Stocks #Record #News"
623497501,1,Update: #Apple's #HealthKit Seeing Early Adoptions #AAPL http://t.co/dtJI2hNtoq
623497502,0.8516,"Apple Inc. And Samsung Group Continue Fight As Sub-$1 Billion Award Looms $AAPL #aapl
http://t.co/nYuJXDSwyG"
623497503,0.7244,"#Apple planning to support 500 #Apple resellers in #India, focusing on iOS ... - http://t.co/bDvY1JqDla #AAPL http://t.co/EQ6mNvaq2H"
623497504,0.498,"After Years Of Losses Apple Is Finally Clawing Back Some Market Share Against Android $AAPL #aapl
http://t.co/lBVcbSzfaQ"
623497505,0.5118,US Stock Futures Up; All Eyes On Jobs Data http://t.co/6GdZ2zx6Yf #AAPL #AJG #BankofAmerica #BIG #ERIC #PreMarket #Markets
623497506,0.6443,#AAPL:Apple deleted songs from customers' iPods...http://t.co/ieyvCmYgaV
623497507,0.6838,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497508,0.6722,"Apple partners in India to reportedly expand operations with 500 stores $AAPL #aapl
http://t.co/g7RgPpwUen"
623497509,1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497510,1,The @apple enterprise developer agreement is (wait for it ) 719  (seven hundred and nineteen) pages !!
623497511,0.738,The @apple enterprise developer agreement is (wait for it ) 719  (seven hundred and nineteen) pages !!
623497512,1,"When a company is playing catch-up, it lost its innovation momentum. Sorry @apple http://t.co/jSDeyIpnek via @tomshardware"
623497513,1,"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
623497514,1,"Apple's $1bn anti-competition trial might collapse $AAPL #aapl
http://t.co/okgLdIN1ny"
623497515,0.6647,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497516,0.6593,Forbes: 'Whoops! No Plaintiff! As Apple Tells Court iPod Owner Isn't In Class She Represents' #AAPL http://t.co/UXcdAWqhqa
623497517,0.7044,Only had the iPhone 2 years. Still can't decipher how to use calendar @apple #isitme #who gets paid how much?
623497518,0.7423,There are 13 things that the #iPhone 6 can do that maybe you don't know http://t.co/P1CDOrgdhW @businessinsider #tricks #brands @Apple
623497519,1,Photographing the White House Christmas Decorations With an iPhone 6 by @BrooksKraftFoto  @apple http://t.co/lPDqbJqnV5
623497520,0.7423,"TheStreet:  #Google Has Major Headaches Going into 2015 Because of #Apple, #Facebook. #aapl #fb #goog http://t.co/bOsxXCsrWj"
623497521,0.7177,Hey @artsboston #UrbanNutcracker Russell Ferguson @RussellFerg &amp; #krumpers are @Apple Store in Boylston St.  @5.30pm today. Dancing &amp; chat
623497522,1,Is #Apple Hedging its Bets with Another Small #iPhone? #aapl http://t.co/AXn3FjyczT
623497523,0.7378,Apple Inc. Defendants Take the Stand in Anti-trust Lawsuit http://t.co/WNd8mDLiDr #AAPL #AntiTrust
623497524,0.9456,"RT @tomlindberg99 'Congrats to @Apple, Mary Sotos @WorldResources for Green Power Leadership Awards @GreeneMarktplc '
http://t.co/qjX66tc2sV"
623497530,1,Pop up #BostonHoliday - #UrbanNutcracker's @RussellFerg &amp; #krumpers are @Apple Store in Boylston St. @5:30pm today. Dancing &amp; chat'
623497531,1,"New 4-inch iPhone 6 Reported. 5 Reasons Apple Must Make It  $AAPL #aapl
http://t.co/jmpX51PCgL"
623497532,0.6796,@Apple GBP200 repair an #iPhone5 that died 4 mths out of warranty. The new phone comes with only 90 days warranty. Why?!?! #unhappycustomer
623497533,1,Foreign Currency Exchange May Be A Headwind For #Apple #AAPL http://t.co/HH6LjnOq0x
623497534,1,Mark #Zuckerberg Slams Tim #Cook: You Don't Care About Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/58j6KPMIlI
623497535,1,@AppleOfficialll @apple I can't say enough about how awesome Apple has been. They've already processed a reorder for the phone that UPS lost
623497536,0.7315,"@SamsungMobileUS #Samsung #appeals $930m fine in @Apple [#Apple] #iPhone copying case. (#Friday, 5 #December) http://t.co/cIC9VRqWUJ"
623497537,0.6803,BLOCK TRADE detected in #AAPL
623497538,1,Is Apple Inc. Losing the $5 Billion Ed-Tech Market? http://t.co/uc6KDLEFLM #AAPL
623497539,1,Any one know how to retrieve deleted texts from iPhone.  #Apple @apple #textmessage
623497540,1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/liaSWssxRd"
623497541,1,#AAPL:Apple Is Building A $161 Million Theatre...http://t.co/iY5XtGtlGp
623497542,1,Mark #Zuckerberg Slams Tim #Cook: You're Not In Alignment With Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/YUIelx9q2J
623497543,0.7436,Apple Begins Hiring for First Belgian Retail Store in Brussels [Mac Blog] http://t.co/pHYBAifp4x #AAPL
623497544,1,Apple Launches Ten Holiday-Themed iTunes Radio Stations [iOS Blog] http://t.co/fF0JIspy7s #AAPL
623497545,0.6752,@Apple 'deleted #iPod #music from rival services' http://t.co/a9VO9E0g5F
623497546,0.7039,"Apple Throws Last-Minute Curve Ball In Lawsuit $AAPL #aapl
http://t.co/ik7fTfkjNF"
623497547,1,3 Reasons #Apple Is a Potential Warren Buffett Stock and 1 Reason It Isn't | The Motley Fool #aapl http://t.co/BnSCg3I2yo
623497548,1,Is #Apple Inc. Losing the $5 Billion Ed-Tech Market? | The Motley Fool #aapl http://t.co/bIz7kKXY2t
623497549,0.7977,"APPLE Intraday Comments - Updated RANGE - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
623497550,1,Attn @Apple :  Buy these guys &amp; make #AppleTV what it should be. 'Fan TV' Heads for the exit   http://t.co/mCPfhvKilJ via @pkafka
623497551,1,@apple Excellent customer service thanks Ian #applestorecoventgarden
623497552,0.7018,"Here are some of the satellites @SPUTNIK-1, @explorer-1, @ariel-3, @sanmarco-1, @bhaskara-1, @aryabhatta, @apple, @INSAT-1A."
623497553,1,"@Apple, why I cannot alt+tab back to full screen app!? GRRRR! #usability"
623497554,1,@Apple to Host Free #Coding Workshops in Stores http://t.co/jqAciR5UrY
623497555,0.6584,#Apple begins hiring retail positions in Brussels ahead of first #Belgium ... - http://t.co/Rc1mvDT3Dv #AAPL http://t.co/GjjDMt4c2B
623497556,1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fmEc0yZmFE"
623497557,1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497558,0.6705,"@apple awards @RegisCollege_MA with Distinguished School honor.  http://t.co/Ios9RVIt8P
#iPads"
623497559,0.9357,@apple why the fuck when I leave my charger at home do I gotta start sending my goodbye texts at 10:09am?
623497560,0.6517,"Hey @apple while your reading list on safari across device rocks, can you please let list items to be deleted (x) in iPhone"
623497561,0.6784,How Apple Became One of the Greenest Companies in America http://t.co/eM2TLoctXd @apple @Newsweek #energy #efficiency
623497562,0.9287,@HANNAHRAD Why doesn't @apple give out free apples as snacks?
623497563,0.6527,Foreign Currency Exchange May Be A Headwind For Apple (AAPL) http://t.co/mNNF9H55Wd #AAPL
623497564,0.6861,"@KymLang and Q's, #AAPL"
623497565,1,"Is Apple Inc. Losing the $5 Billion Ed-Tech Market? $AAPL #aapl
http://t.co/lOLDOTy7jt"
623497566,1,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
623497567,1,@Facebook founder attacks @Apple boss over 'ridiculous' comments http://t.co/pverWexJv8
623497568,0.5062,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623497569,1,"Dear @Apple, I place all my browser eggs in the #Safari basket. Guess what? Safari is broken, please fix the release you pulled. #FAIL"
623497570,0.6581,"JMP Securities Thinks Apple, Inc. Is Going to $150: Time to Sell? http://t.co/eFtBViu35Y #AAPL"
623497571,0.6595,"Foxconn Robots Proving Unsuitable for iPhone Assembly, Updated Versions in the Works http://t.co/jSmVSN6v8r #AAPL"
623497572,1,Anti-Discrimination Bill To Be Named After @Apple CEO @TimCook http://t.co/qEZlIPc8Z2 via @theinquisitr @LGBT #LGBT #Gayrights #Alabama
623497573,1,"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS"
623497574,1,"The king of the phablets! Apple's iPhone 6 plus is bestseller for past three months - $AAPL #aapl
http://t.co/VNp8xeBow6"
623497575,0.6758,What is the point of making an apt at @apple Genius Bar when you sit and wait for 40 min and counting?!
623497576,0.7089,New 4-inch #iPhone6 Reported: 5 Reasons @apple Must Make it http://t.co/WdiezLNdCM #choice #device #smartphone #budget
623497577,0.734,Will @apple be growing its services areas?  @barclayswealth thinks it...
623497578,0.6897,Hold on @TGowdySC word up now Tweet me r u gunna..Vowel that Flu shot ? Bc or ad? me linda RN let the ncis begin! narcwars @apple sauce thic
623497579,1,"JMP Securities Thinks #Apple, Inc. Is Going to $150: Time to Sell? | The Motley Fool #aapl http://t.co/LpjS6iyh0I"
623497580,1,How to save a ton of money when you buy your next #iPhone via @BGR #aapl http://t.co/x35kXHBv0E
623497581,0.4963,$AAPL $BIDU $NTES and more are on our stocks to buy list #AAPL #BIDU #NTES http://t.co/cqEje2PffW
623497582,0.6882,Resisting a Bite of the #Holiday @Apple - http://t.co/NZDodzQ5WE http://t.co/7AKxZYBr7l
623497583,0.5032,RT @ajhontucan: Your telling me there's no Santa Claus emoji? @Apple
623497584,0.6953,"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/pyU6cuTYrX"
623497585,1,@Apple are you doing 12 Days of Gifts again?
623497586,1,#Apple: Market Maker Price Range Forecast Update #AAPL http://t.co/lb0gspNI9j
623497587,1,@THE_HIIT_COACH @weightsmate @Apple it's similar to an existing app (called cardio guru interestingly). Maybe Apple have noticed this?
623497588,1,@CharlesJMeyer @Apple @Appy_Geek Hasn't Apple been doing this for decades? This is why I don't support Apple. #apple #deletegame
623497589,1,"Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt"
623497590,0.6779,#AAPL:New 4-inch iPhone 6 Reported. 5 Reasons Apple Must Make It...http://t.co/qNtQdIYTXK
623497591,1,"RT @JPDesloges: Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt"
623497592,0.5364,"Watching #Orion #eft1 reenter at 20,000mph on my @apple #iPhone as I am driving 80mph through the middle of no &amp; where Texas. #howcoolisthat"
623497593,0.667,Interesting job wth @Apple in crowdsourcing! (tip via @cageyjames on LI) Maps Community Client Software Engineer http://t.co/EUMr959uMl
623497594,0.5207,@Swansonbirds @Apple @Appy_Geek it's definitely a bit frustrating as a consumer. I'm a big @apple supporter
623497595,0.6587,@Swansonbirds @Apple @Appy_Geek Just saw this one on @YahooNews http://t.co/lkVkJ2Kkrp
623497596,0.652,#AAPL:Outside the Box: How things changed this week: good jobs and bad Jobs...http://t.co/zS3k9SorkL
623497597,1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/DcAToedfMd"
623497598,0.6783,Help @Apple. Store rep told me that iTunes backup saves multiple backups. But I backed up phone now and old backup is gone. What to do?
623497599,1,@HRHound @MandoGallegos Nice! If the actor had on an iWatch he'd have the entire suite of @Apple products. #sponsorDeal
623497600,1,Why I Hate #Apple. #aapl  http://t.co/inkCjYw0Lq
623497601,1,My @apple power cord caught on fire!   Yet another non-travelling power cord I have less than a year.  #AppleCordFire http://t.co/exC3Wz8CiD
623497602,1,What I find alarming about @Apple power cords is how quickly they fray.  I don't always notice when I don't travel with them. #AppleCordFire
623497603,0.6861,"And if I leave my Mac plugged in when I leave the house, do I need to check the @Apple power cord every time?  #AppleCordFire"
623497604,1,And how about kids?  Do parents need to monitor the @Apple power cords daily to make sure they are still safe?  #AppleCordFire
623497605,1,"I was out to dinner last night and left my computer to charge.  Had the fire happened then, I'd have no house.  @Apple #AppleCordFire"
623497606,0.6791,How hip is @TWDanceCenter @Apple Store in Boylston St. Today @ 6.30pm. Enjoy some #krumping meet #UrbanNutcracker director &amp; @RussellFerg
623497607,1,"UBS Says Consensus on December Quarter Apple  iPhone Units Could be 10% Low $AAPL #aapl
http://t.co/wao7GqQ411"
623497608,1,. @stevewoz: passion for engineering/design at the heart of what he did for @apple. http://t.co/dL7l2Us27T via @BloombergTV
623497609,1,In the market to create more videos with my students @Apple #Macbook http://t.co/bAn4z2BPRQ via @donorschoose
623497610,1,BloombergTV:  Steve #Wozniak on What Really Happened in #Jobs' Garage http://t.co/M5Pl6xLjuV via @BloombergTV #Apple #aapl
623497611,1,@Apple @DonorsChoose @BestBuy Help me reach my goal.
623497612,0.6631,@APSVirginia special education staff working hard on behalf of our students with disabilities @Apple ed1426 http://t.co/1HhSr2Vyoh
623497613,1,"Dear @Apple all I want for Xmas is for iOS 8 to stop crashing my iPad.  Signed, Cindy Lou Who of Whoville #apple"
